ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_946148,russian,2,"Запиши только те слова, которые можно разделить для переноса . Обозначь место переноса чёрточкой (например, не-бо). Юлия, опасен, медок, уровень.",Нет,Нет
vpr_sd_946138,russian,2,"Раздели слова на слоги . При делении слов на слоги используй вертикальную линию. Время, глобус, умение, орёл.",Нет,Нет
vpr_sd_945899,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Весна, яблоко, побежали, арбуз, уточка",Нет,Нет
vpr_sd_945779,russian,2,"Подчеркни слова, в которых первая буква обозначает глухой согласный звук. Бочка, птичка, чубчик, рысь, добро",Нет,Нет
vpr_sd_945734,russian,2,"Подчеркни слова, в которых первая буква обозначает твёрдый согласный звук. Сентябрь, ноябрь, вид, дуб, сердце",Нет,Нет
vpr_sd_945699,russian,2,"Раздели слова на слоги . При делении слов на слоги используй вертикальную линию. Закат, ива, здание, музей.",Нет,Нет
vpr_sd_945868,russian,2,"Запиши только те слова, которые можно разделить для переноса . Обозначь место переноса чёрточкой (например, не-бо). Осёл, ватный, короб, кукла",Нет,Нет
vpr_sd_945766,russian,2,"Составь предложение из данных слов. Запиши его правильно. Жадно, пчёлы, пьют, с, нектар, цветка",Нет,Нет
vpr_sd_945668,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. сирень, дуб, клён, вяз, ольха",Нет,Нет
vpr_sd_945920,russian,2,"Подчеркни слова, в которых первая буква обозначает мягкий согласный звук. Мама, пить, дрель, кость, сила.",Нет,Нет
vpr_sd_945682,russian,2,"Запиши только те слова, которые можно разделить для переноса . Обозначь место переноса чёрточкой (например, не-бо). Фокус, афиша, чтение, указ.",Нет,Нет
vpr_sd_945665,russian,2,"Составь предложение из данных слов. Запиши его правильно. за, красивой, погнался, бабочкой, щенок",Нет,Нет
vpr_sd_945854,russian,2,"Подчеркни слова, в которых первая буква обозначает звонкий согласный звук. Гроза, стенка, крот, звезда, колючка",Нет,Нет
vpr_sd_945783,russian,2,"Запиши только те слова, которые можно разделить для переноса . Обозначь место переноса чёрточкой (например, не-бо). Пряник, шея, мячик, воробей",Нет,Нет
vpr_sd_945869,russian,2,"Составь предложение из данных слов. Запиши его правильно. Ира, на, играла, площадке",Нет,Нет
vpr_sd_945827,russian,2,"Подчеркни слова, в которых первая буква обозначает мягкий согласный звук. Волейбол, прыгать, площадка, бег, финиш",Нет,Нет
vpr_sd_945784,russian,2,"Запиши только те слова, которые можно разделить для переноса . Обозначь место переноса чёрточкой (например, не-бо). Удав, лодка, полка, дымок",Нет,Нет
vpr_sd_945684,russian,2,"Составь предложение из данных слов. Запиши его правильно. на, ромашки, лугу, белели, зелёном",Нет,Нет
vpr_sd_945731,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Ясно, влияние, поздравление, городок, лев",Нет,Нет
vpr_sd_945695,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. таракан, бабочка, стрекоза, овод, муха",Нет,Нет
vpr_sd_945843,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Лев, охотник, прибежала, верёвка, юность",Нет,Нет
vpr_sd_945787,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Январь, глаз, белочка, хвост, труд",Нет,Нет
vpr_sd_946152,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. слива, вишня, дыня, черешня, инжир",Нет,Нет
vpr_sd_946143,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. зима, лето, весна, декабрь, осень",Нет,Нет
vpr_sd_945900,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Деревья, почки, бутоны, ёжик, цапля",Нет,Нет
vpr_sd_945844,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Дом, привет, астра, радость, искра",Нет,Нет
vpr_sd_945871,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Пень, ком, земля, лес, удача",Нет,Нет
vpr_sd_945788,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Платье, дочь, оладьи, ворона, коза",Нет,Нет
vpr_sd_945732,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Солдат, арбуз, шипеть, полено, ужас",Нет,Нет
vpr_sd_945722,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Почка, занавес, хлопья, спорт, улитка",Нет,Нет
vpr_sd_945677,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. лань, стриж, аист, волк, голубь",Нет,Нет
vpr_sd_945713,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Аленький, пятнышко, ягода, фрукт, творог",Нет,Нет
vpr_sd_945815,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Поиск, работа, экзамен, урок, гусь",Нет,Нет
vpr_sd_946170,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. медведь, волк, заяц, лиса, крот",Нет,Нет
vpr_sd_946144,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. ель, сосна, берёза, дуб, клён",Нет,Нет
vpr_sd_945760,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Голубь, кресло, исповедь, окно, улыбка",Нет,Нет
vpr_sd_945816,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Света, экскаватор, гора, улитка, бабушка",Нет,Нет
vpr_sd_945853,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Март, подснежник, дорожка, солнышко, верба",Нет,Нет
vpr_sd_945909,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Лето, добро, гриб, свет, вьюга",Нет,Нет
vpr_sd_945825,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Зима, снежок, метель, холодно, вьюга",Нет,Нет
vpr_sd_945806,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Юбочка, лось, сани, абрикос, трубка",Нет,Нет
vpr_sd_945741,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Утро, деревня, местность, сентябрь, отлёт",Нет,Нет
vpr_sd_945750,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Алмаз, человек, масло, совёнок, Ваня",Нет,Нет
vpr_sd_945704,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Семена, зерно, циркуль, танк, грусть",Нет,Нет
vpr_sd_945759,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Дед, убежать, чудный, апрель, родинка",Нет,Нет
vpr_sd_945872,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Ваза, яблоко, молоко, графин, стекло",Нет,Нет
vpr_sd_945881,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Искать, дорога, гром, молния, чащоба",Нет,Нет
vpr_sd_945778,russian,2,"Расставь по алфавиту и запиши в алфавитном порядке данные слова. Щучка, ворчун, лиса, медведь, ямка",Нет,Нет
vpr_sd_945780,russian,2,"Подчеркни слова, в которых первая буква обозначает звонкий согласный звук. Каша, голос, соль, бездельник, певица",Нет,Нет
vpr_sd_946171,russian,2,"Подчеркни слова, в которых первая буква обозначает звонкий согласный звук. Гроза, ливень, слякоть, холод, туман.",Нет,Нет
vpr_sd_945752,russian,2,"Подчеркни слова, в которых первая буква обозначает глухой согласный звук. Погода, дождь, белоснежный, картина, рваный",Нет,Нет
