ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945884,history,5,"Вспомните важнейшие события истории Вашего региона или населённого пункта и выполните задания. Чем известен Ваш земляк, каков его вклад в развитие Вашего региона, или населённого пункта, или нашей страны, или мира в целом?",Нет,Нет
vpr_sd_945693,history,5,Перечень тем // А) Финикия В) Древний Египет | Б) Древний Китай Г) Персидская держава,Нет,Нет
vpr_sd_945885,history,5,Перечень тем // А) Древний Рим В) Персидская держава | Б) Древний Китай Г) Древняя Палестина,Нет,Нет
vpr_sd_945838,history,5,Перечень тем // А) Древняя Греция В) Древний Рим | Б) Древний Китай Г) Вавилонское царство,Нет,Нет
vpr_sd_945815,history,5,Перечень тем // А) Древняя Палестина В) Персидская держава | Б) Древняя Греция Г) Древняя Индия,Нет,Нет
vpr_sd_945699,history,5,Вспомните важнейшие события истории Вашего региона или населённого пункта и выполните задания. Укажите одного исторического деятеля — Вашего земляка (жизнь которого была связана с Вашим регионом или населённым пунктом).,Нет,Нет
vpr_sd_945677,history,5,Перечень тем // А) Древняя Палестина В) Древний Египет | Б) Персидская держава Г) Древняя Греция,Нет,Нет
vpr_sd_945902,history,5,Перечень тем // А) Древняя Индия В) Шумерские города-государства | Б) Древняя Греция Г) Древний Китай,Нет,Нет
vpr_sd_945711,history,5,Перечень тем // А) Персидская держава В) Древняя Греция | Б) Древний Рим Г) Шумерские города-государства,Нет,Нет
vpr_sd_945822,history,5,Перечень тем // А) Шумерские города-государства В) Древний Китай | Б) Персидская держава Г) Финикия,Нет,Нет
vpr_sd_945917,history,5,Перечень тем // А) шумерские города-государства В) Древний Египет | Б) Древняя Индия Г) Древняя Греция,Нет,Нет
vpr_sd_945687,history,5,Перечень тем // А) Древний Египет В) Финикия | Б) Древний Рим Г) Ассирийское государство,Нет,Нет
vpr_sd_945781,history,5,Перечень тем // А) Древний Египет В) Древний Рим | Б) Древняя Греция Г) Древняя Индия,Нет,Нет
vpr_sd_945894,history,5,Перечень тем // А) Вавилонское царство В) Древняя Индия | Б) Древняя Палестина Г) Древняя Греция,Нет,Нет
vpr_sd_945743,history,5,Перечень тем // А) Древний Египет В) Древний Рим | Б) Древняя Индия Г) Древняя Палестина,Нет,Нет
vpr_sd_945718,history,5,Перечень тем // А) Вавилонское царство В) Древняя Палестина | Б) Древний Египет Г) Древняя Греция,Нет,Нет
vpr_sd_945863,history,5,Перечень тем // А) Финикия В) Древний Рим | Б) Шумерские города-государства Г) Древняя Индия,Нет,Нет
vpr_sd_945725,history,5,Перечень тем // А) Древняя Греция В) Древняя Индия | Б) Финикия Г) Вавилонское царство,Нет,Нет
vpr_sd_945831,history,5,Перечень тем // А) Древний Египет В) Древняя Индия | Б) Древний Рим Г) Вавилонское царство,Нет,Нет
vpr_sd_945757,history,5,Перечень тем // А) Шумерские города-государства В) Финикия | Б) Древняя Греция Г) Древний Китай,Нет,Нет
vpr_sd_945855,history,5,Перечень тем // А) Персидская держава В) Древняя Палестина | Б) Древняя Индия Г) Шумерские города-государства,Нет,Нет
vpr_sd_945877,history,5,Перечень тем // А) Древняя Греция В) Ассирийское государство | Б) Древняя Палестина Г) Древний Египет,Нет,Нет
vpr_sd_945703,history,5,Перечень тем // А) Древний Рим В) Древняя Греция | Б) Древняя Палестина Г) Древняя Индия,Нет,Нет
vpr_sd_945798,history,5,Перечень тем // А) Шумерские города-государства В) Древний Китай | Б) Древняя Индия Г) Персидская держава,Нет,Нет
vpr_sd_945728,history,6,"Рассмотрите изображения памятников культуры и выполните задания 8, 9. 1) 2) 3) 4)",Нет,Да
vpr_sd_945919,history,6,"Рассмотрите изображения памятников культуры и выполните задания 8, 9.",Нет,Да
vpr_sd_945817,history,6,Перечень событий (процессов) // А) образование русского государства | Б) Победа над Мамаем в Куликовской битве // В) Гуситское движение | Г) Принятие христианства на Руси,Нет,Нет
vpr_sd_945804,history,6,Перечень событий (процессов) // А) возвышение Москвы | Б) монгольское нашествие на Русь // В) падение Византийской империи | Г) разгром крестоносцев на Чудском озере,Нет,Нет
vpr_sd_945745,history,6,Перечень событий (процессов) // А) правление Ивана III Великого | Б) поход новгород-северского князя Игоря против половцев // В) правление Юстиниана | Г) строительство белокаменного Московского Кремля,Нет,Нет
vpr_sd_945872,history,6,Перечень событий (процессов) // А) борьба Руси с печенегами в Х в. | Б) борьба с Золотой Ордой // В) призвание варягов | Г) казнь еретиков,Нет,Нет
vpr_sd_945856,history,6,"Вспомните важнейшие события истории Вашего региона или населённого пункта и выполните задание. Назовите одно любое историческое событие (явление, процесс), произошедшее в Вашем регионе. Какое значение имело указанное Вами событие (явление, процесс) для Вашего региона, или населённого пункта, или нашей страны, или мира в целом?",Нет,Нет
vpr_sd_945857,history,6,Перечень событий (процессов) // А) Стояние на Угре | Б) появление государства у Франков // В) Борьба между Тверью и Москвой за первенство в Северо-Восточной Руси | Г) феодальная раздробленность на Руси,Нет,Нет
vpr_sd_945864,history,6,Перечень событий (процессов) // А) Крестовые походы | Б) нашествие Батыя на Русь // В) процесс создания централизованного Русского государства | Г) феодальная раздробленность на Руси,Нет,Нет
vpr_sd_946112,history,6,Перечень событий (процессов) // А) внешняя политика первых русских князей в 882–972 гг. | Б) поддержка Русской Православной Церковью процесса объединения русских земель в XIV в. // В) возникновение и становление английского парламентаризма | Г) укрепление великокняжеской власти во II половине XV в.,Нет,Нет
vpr_sd_945824,history,6,Перечень событий (процессов) // А) освобождение от Орды | Б) присоединение Новгорода к Москве // В) отражение шведской агрессии | Г) восстание Уота Тайлера,Нет,Нет
vpr_sd_946126,history,6,Перечень событий (процессов) // А) внутренняя и внешняя политика русских земель и княжеств во II половине XIV в. | Б) развитие законодательства в Древнерусском государстве // В) развитие науки и техники в Западной и Центральной Европе в XV в. | Г) окончательная ликвидация зависимости Руси от Орды,Нет,Нет
