ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945709,chemistry,8,"Из приведённого списка выберите верные суждения о способах очистки веществ и методах разделения смесей. В ответе запишите цифры, под которыми они указаны. (В задании может быть несколько верных суждений.) 1) Очистить воду от примеси масла можно с помощью дистилляции. 2) Выпаривание относят к физическим способам разделения смесей. 3) Для отделения осадка от раствора можно использовать фильтровальну",Нет,Нет
vpr_sd_946111,chemistry,8,"Из приведённого списка выберите верные суждения о правилах безопасной работы в химической лаборатории. В ответе запишите цифры, под которыми они указаны. (В задании может быть несколько верных суждений.) 1) Метан образует взрывчатые смеси с воздухом. 2) Растворять серную кислоту следует, добавляя к ней воду. 3) Воду можно кипятить в любой стеклянной посуде. 4) В лаборатории можно знакомиться с зап",Нет,Нет
vpr_sd_945230,chemistry,8,"Из приведённого списка выберите верные суждения о правилах поведения в химической лаборатории и обращении с химическими веществами в быту. В ответе запишите цифры, под которыми они указаны. (В задании может быть несколько верных суждений.) 1) При нагревании пробирки с раствором её следует располагать над горелкой строго вертикально. 2) Реактив, просыпанный на лабораторный стол, следует собрать щёт",Нет,Нет
vpr_sd_945764,chemistry,8,"Из приведённого списка выберите верные суждения о правилах безопасной работы в лаборатории. В ответе запишите цифры, под которыми они указаны. (В задании может быть несколько верных суждений.) 1) При нагревании пробирки с раствором поваренной соли необходимо использовать защитные очки. 2) Все опыты с любыми растворами кислот и щелочей следует проводить в резиновых перчатках. 3) При перемешивании ж",Нет,Нет
vpr_sd_944889,chemistry,8,"Превращение одних веществ в другие называется химической реакцией. Из представленных ниже рисунков выберите тот, на котором изображено протекание химической реакции. укажите номер рисунка и объясните сделанный вами выбор. Рис. 1 Рис. 2 Рис. 3",Нет,Да
vpr_sd_945741,chemistry,8,Из списка солей п. 3.1 выберите основную соль. Запишите номер соли.,Нет,Нет
vpr_sd_945742,chemistry,8,"Даны два химических элемента А и В. Известно, что в атоме элемента А в основном состоянии находится 14 электронов, а в атоме элемента В — 3 протона. 1) Используя Периодическую систему химических элементов Д. И. Менделеева, определите химические элементы А и В. 2) Укажите номер периода и номер группы в Периодической системе химических элементов Д. И. Менделеева, в которых расположен каждый элемент.",Нет,Нет
vpr_sd_945756,chemistry,8,"На завтрак Саша выпил чашку кофе (200 г), а также бутерброд со сливочным маслом (хлеб = 25 г,масло = 4 г). Используя данные приведённой ниже таблицы, определите, какую массу углеводов получил при этом организм Саши. Ответ подтвердите расчётом. Содержание углеводов в некоторых продуктах Сок | Сахар | Вишнёвое варенье | Белый хлеб | Сливочное масло | Кофе // Массовая доля углеводов, % | 99,70 | 64,0",Нет,Нет
vpr_sd_945757,chemistry,8,"На завтрак Саша выпил чашку кофе (200 г), а также бутерброд со сливочным маслом (хлеб = 25 г,масло = 4 г). Какую долю суточной физиологической нормы (400 г) составляет потреблённое Сашей количество углеводов? Ответ подтвердите расчётом.",Нет,Нет
vpr_sd_945527,chemistry,8,"Ниже даны описания двух химических превращений с участием веществ, перечень которых был приведён в задании 6: (1) железо + хлороводород (р-р) → хлорид железа(II) + водород; (2) гидроксид алюминия → оксид алюминия + вода.",Нет,Нет
vpr_sd_945583,chemistry,8,Восьмиклассница Надя съела на завтрак 150 г жирного творога.,Нет,Нет
vpr_sd_946170,chemistry,8,"Ниже даны словесные описания двух химических превращений с участием веществ, перечень которых был приведён в задании 6: (1) водород + кислород → вода; (2) цинк + сульфат меди(II) → сульфат цинка + медь.",Нет,Нет
vpr_sd_945674,chemistry,8,"Установите соответствие между химическим веществом и типом химической связи в нём: к каждой позиции, обозначенной буквой, подберите соответствующую позицию, обозначенную цифрой. ВЕЩЕСТВО A) хлор Б) оксид натрия В) оксид азота(V) Г) натрий ТИП ХИМИЧЕСКОЙ СВЯЗИ 1) ионная 2) ковалентная полярная 3) ковалентная неполярная 4) металлическая 5) водородная Запишите в ответ цифры, расположив их в порядке, ",Нет,Нет
vpr_sd_945498,chemistry,8,"Превращение одних веществ в другие называется химической реакцией. Из представленных ниже рисунков выберите тот, на котором изображено протекание химической реакции.",Нет,Да
vpr_sd_945479,chemistry,8,"В таблице приведены названия и химические формулы некоторых газообразных веществ. № п/п | Название вещества | Формула | Молярная масса, г/моль // 1 | Гелий | | // 2 | Фтор | | Используя предложенные Вам справочные материалы, вычислите молярные массы каждого из газов и запишите полученные данные в таблицу.",Нет,Нет
vpr_sd_945472,chemistry,8,"Каким из приведённых в таблице газов следует наполнить шарик с практически невесомой оболочкой, чтобы он оказался легче воздуха и смог взлететь? (Средняя молярная масса воздуха равна 29 г/моль.) Укажите номер вещества и объясните сделанный вами выбор.",Нет,Нет
