ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_944778,biology,7,"Определите тип питания организмов, приведённых в перечне. ПЕРЕЧЕНЬ ОРГАНИЗМОВ: 1) ясень 2) лотос 3) утконос 4) лисица 5) боярышник 6) аскарида Запишите цифры, под которыми организмы указаны в перечне, в соответствующую ячейку таблицы. Ответ: Автотрофный тип питания | Гетеротрофный тип питания // |",Нет,Нет
vpr_sd_946044,biology,7,"Верны ли следующие утверждения? А) Среди млекопитающих животных выделяют подкласс яйцекладущие, которые размножаются яйцами (утконос и ехидна). Б) Представители разных отрядов млекопитающих животных отличаются строением зубного аппарата. 1) верно только А 2) верно только Б 3) оба суждения верны 4) оба суждения неверны",Нет,Нет
vpr_sd_945910,biology,7,"Прочитайте текст. Выберите три предложения, в которых даны описания физиологического критерия вида животного электрический угорь. Запишите в таблицу цифры, под которыми они указаны. (1)Электрический угорь — единственный вид рыбы рода Electophorus , несмотря на внешнее сходство, не родственен настоящим угрям. (2)Эти рыбы населяют реки северо-восточной части Южной Америки и притоки среднего и нижнег",Нет,Нет
vpr_sd_945421,biology,7,"Известно, что норка европейская — хищное млекопитающее, имеющее плавательную перепонку между пальцами ног, является объектом пушного промысла. Используя эти сведения, выберите из приведённого ниже списка три утверждения, относящихся к описанию данных признаков этого животного. Запишите в ответе цифры, соответствующие выбранным ответам. 1) Ареал обитания европейской норки разорван. 2) Потомство из ",Нет,Нет
vpr_sd_946143,biology,7,"Установите соответствие между признаками и классами позвоночных животных, для которых они характерны. ПРИЗНАКИ | | КЛАССЫ // А) непостоянная температура тела Б) постоянно интенсивный обмен веществ В) отсутствие мочевого пузыря Г) сердце четырёхкамерное Д) неполная перегородка в желудочке сердца Е) наличие киля | | 1) Пресмыкающиеся 2) Птицы Запишите в таблицу выбранные цифры под соответствующими б",Нет,Нет
vpr_sd_945355,biology,7,"Установите последовательность расположения систематических групп изображённого животного, начиная с самой крупной. Используйте слова и словосочетания из предложенного списка. Запишите в таблицу цифры, под которыми они указаны. СПИСОК СЛОВ И СЛОВОСОЧЕТАНИЙ: 1) Сосальщики 2) Животные 3) Печеночный сосальщик 4) Плоские черви 5) Эхиностомиды Ответ: Царство | Тип | Класс | Отряд | Вид // | | | |",Нет,Нет
vpr_sd_945938,biology,7,Верны ли следующие утверждения? А. Непостоянную температуру тела имеют пресмыкающиеся и млекопитающие. Б. Постоянную температуру тела имеют птицы и млекопитающие. 1) верно только А 2) верно только Б 3) оба суждения верны 4) оба суждения неверны,Нет,Нет
vpr_sd_944766,biology,7,Верны следующие суждения о рыбах? А. У большинства рыб имеется плавательный пузырь. Б. Органами выделения у рыб служат зелёные железы. 1) верно только А 2) верно только Б 3) оба суждения верны 4) оба суждения неверны,Нет,Нет
vpr_sd_945471,biology,7,"Установите последовательность расположения систематических групп изображённого животного, начиная с самой крупной. Используйте слова и словосочетания из предложенного перечня. Запишите в таблицу цифры, под которыми они указаны. ПЕРЕЧЕНЬ СЛОВ И СЛОВОСОЧЕТАНИЙ: 1) Хордовые 2) Млекопитающие 3) Хищные 4) Волк обыкновенный 5) Животные Ответ: Царство | Тип | Класс | Отряд | Вид // | | | |",Нет,Да
vpr_sd_944769,biology,7,"Установите соответствие между характеристиками и классами членистоногих: к каждой позиции, данной в первом столбце, подберите соответствующую позицию из второго столбца. ХАРАКТЕРИСТИКИ | КЛАССЫ ЧЛЕНИСТОНОГИХ // А) Тело состоит из головогруди и брюшка. Б) Внутри класса количество ног непостоянно. В) Органы дыхания — трахеи. Г) Органы выделения — мальпигиевы сосуды. Д) Тело состоит из головы, груди ",Нет,Нет
vpr_sd_944813,biology,7,"Установите соответствие между характеристиками и классами членистоногих: к каждой позиции, данной в первом столбце, подберите соответствующую позицию из второго столбца. ХАРАКТЕРИСТИКИ | КЛАССЫ ЧЛЕНИСТОНОГИХ // А) Тело состоит из головы, груди и брюшка. Б) У части представителей класса в развитии имеется стадия куколки. В) Тело состоит из головогруди и брюшка. Г) Животные имеют четыре пары ходильн",Нет,Нет
vpr_sd_944775,biology,7,Какую функцию выполняют бронхи у птиц?,Нет,Нет
vpr_sd_945950,biology,7,"Определите тип питания организмов, приведённых в списке. СПИСОК ОРГАНИЗМОВ: 1) корова 2) сенная палочка 3) лягушка 4) белена 5) ламинария 6) секвойя Запишите цифры, под которыми указаны организмы в списке, в соответствующую ячейку таблицы. Ответ в каждую ячейку запишите в виде последовательности цифр, в порядке их возрастания. Ответ: Автотрофный тип питания | Гетеротрофный тип питания // |",Нет,Нет
vpr_sd_945982,biology,7,Верны ли следующие утверждения? А. Млекопитающие обладают радиальной симметрией тела. Б. Среди многоклеточных наиболее многочисленны позвоночные. 1) верно только А 2) верно только Б 3) оба суждения верны 4) оба суждения неверны,Нет,Нет
vpr_sd_943993,biology,7,"Рассмотрите фотографии с изображением различных объектов живой природы. Подпишите их названия, используя слова из предложенного списка: мхи, голосеменные, красные водоросли, плауновидные. A | Б | В | Г // | | |",Нет,Да
vpr_sd_943752,biology,7,Каково значение мхов в природе?,Нет,Нет
vpr_sd_944924,biology,7,"Выберите из предложенного списка и вставьте в текст пропущенные слова, используя для этого их цифровые обозначения. Впишите номера выбранных слов на места пропусков в тексте. Строение клетки Довольно распростран`нным явлением в природе является взаимовыгодная связь между _______(А) и растением. Такие отношения называются _______(Б). При этом нити грибницы тесно взаимодействуют с корнем дерева в ре",Нет,Нет
vpr_sd_944039,biology,7,"Приведите по три примера растений, относящихся к указанным классам. Запишите их названия в таблицу. Однодольные | Хвощовые // | // | // |",Нет,Нет
