ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945678,biology,10,"Рассмотрите рисунок, на котором представлена схема фотосинтеза. Название какого вещества обозначено на схеме вопросительным знаком?",Нет,Нет
vpr_sd_946062,biology,10,"Установите последовательность соподчинения элементов биологических систем, начиная с наименьшего. Элементы: 1) центральная нервная система 2) головной мозг 3) нервная система 4) ствол головного мозга 5) продолговатый мозг 6) дыхательный центр Запишите в таблицу соответствующую последовательность цифр.",Нет,Нет
vpr_sd_945954,biology,10,"Каротин — важное вещество, необходимое для нормальной жизнедеятельности организма человека. Бета−каротин — жёлто−оранжевый пигмент, один из природных каротиноидов, служит предшественником витамина А. При инфекциях каротин ускоряет иммунную реакцию организма, увеличивает активность макрофагов, защищает клетки от повреждения свободными радикалами. Является естественным иммунностимулятром. Для того ч",Нет,Нет
vpr_sd_945357,biology,10,"Сердце человека, как и у всех млекопитающих, четырёхкамерное. На рисунке изображён поперечный срез этого органа.",Нет,Да
vpr_sd_945866,biology,10,На схеме представлен жизненный цикл улотрикса.,Нет,Нет
vpr_sd_945810,biology,10,На рисунке изображены этапы полового процесса инфузории.,Нет,Да
vpr_sd_945159,biology,10,"Фрагмент иРНК имеет следующую последовательность: УАЦЦАЦАГАГУЦУУЦ Определите последовательность участка ДНК, послужившего матрицей для синтеза этой молекулы РНК, и последовательность белка, которая кодируется этим фрагментом иРНК. При выполнении задания воспользуйтесь правилом комплементарности и таблицей генетического кода. Таблица генетического кода (и-РНК) Первое основание | Второе основание | ",Нет,Нет
vpr_sd_945146,biology,10,"Установите соответствие между структурами и зародышевыми листками, обозначенными на рисунке 1, 2: к каждой позиции, данной в первом столбце, подберите соответствующую позицию из второго столбца. СТРУКТУРЫ ЗАРОДЫША А) ногти Б) органы чувств В) кровь Г) лимфа Д) мышечная ткань ЗАРОДЫШЕВЫЕ ЛИСТКИ 1) эктодерма 2) мезодерма Запишите в ответ цифры, расположив их в порядке, соответствующем буквам: A | Б ",Нет,Да
vpr_sd_944849,biology,10,"В медицинской генетике широко используется генеалогический метод . Он основан на составлении родословной человека и изучении наследования того или иного признака. В подобных исследованиях используются определённые обозначения. Изучите фрагмент родословного древа одной семьи, у некоторых членов которой толстая кожа. Фрагмент родословного древа семьи Используя предложенную схему, определите, доминан",Нет,Нет
vpr_sd_944707,biology,10,"Андрею всегда хотелось иметь седую прядь надо лбом, как у папы и мамы. Но у него прядь отсутствует, как у обеих бабушек (рецессивный признак (а)). Определите генотипы членов семьи по указанному признаку. Ответы занесите в таблицу. Мать | Отец | Сын // | |",Нет,Нет
vpr_sd_945735,biology,10,"Рассмотрите рисунок, на котором представлена схема филогенетических связей высших приматов (обезьян). Название какой человекообразной обезьяны должно быть написано на месте вопросительного знака?",Нет,Нет
vpr_sd_946039,biology,10,"Установите последовательность соподчинения элементов биологических систем, начиная с наименьшего. Элементы: 1) проводящий сосуд 2) лист 3) побег 4) жилка 5) проводящая ткань 6) липа Запишите в таблицу соответствующую последовательность цифр.",Нет,Нет
vpr_sd_945378,biology,10,"Углеводы выполняют множество важных функций в организмах человека и животных. Они обеспечивают организм энергией, входят в состав клеточных мембран и цитоплазмы; участвуют в образовании нуклеиновых кислот. Для того чтобы организм не испытывал проблем, человеку в сутки необходимо 450–500 г углеводов. Продукты | Содержание углеводов, г/100 г продукта | Продукты | Содержание углеводов, г/100 г продук",Нет,Нет
vpr_sd_945292,biology,10,"На рисунке изображена клетка, имеющая мелкие рибосомы, способная к спорообразованию, размножающаяся прямым делением надвое.",Нет,Нет
vpr_sd_945856,biology,10,На схеме представлен жизненный цикл сосны.,Нет,Нет
vpr_sd_945826,biology,10,На рисунке изображены этапы деления клетки.,Нет,Нет
vpr_sd_945171,biology,10,"Фрагмент иРНК имеет следующую последовательность: АУААУГГААААААГГ Определите последовательность участка ДНК, послужившего матрицей для синтеза этой молекулы РНК, и последовательность белка, которая кодируется этим фрагментом иРНК. При выполнении задания воспользуйтесь правилом комплементарности и таблицей генетического кода. Таблица генетического кода (и-РНК) Первое основание | Второе основание | ",Нет,Нет
vpr_sd_945144,biology,10,"Установите соответствие между структурами и зародышевыми листками, обозначенными на рисунке цифрами 1, 2, из которых эти структуры формируются: к каждой позиции, данной в первом столбце, подберите соответствующую позицию из второго столбца. СТРУКТУРЫ А) нервная ткань Б) кровь В) скелет Г) гладкая мышечная ткань Д) кожный эпидермис ЗАРОДЫШЕВЫЕ ЛИСТКИ 1) 1 2) 2 Запишите в ответ цифры, расположив их ",Нет,Да
vpr_sd_944753,biology,10,"Селекционер скрестил кошку со стоячими ушами и гетерозиготного кота с висячими ушами. В результате скрещивания в потомстве присутствовали особи со стоячими ушами. Определите генотипы исходных кошки, кота и полученного потомства по указанному признаку. Ответы занесите в таблицу. Генотип кошки со стоячими ушами | Генотип кота с висячими ушами | Генотип полученного потомства со стоячими ушами // | |",Нет,Нет
vpr_sd_945750,biology,10,"Рассмотрите рисунок, на котором представлена схема круговорота углерода в природе. Название какой группы организмов должно быть написано на месте вопросительного знака?",Нет,Нет
vpr_sd_946021,biology,10,"Установите последовательность соподчинения представленных ниже элементов биологических систем, начиная с наибольшего. Элементы биологических систем: 1) плоды 2) генеративные органы 3) стручок 4) органы растения 5) стручок капусты 6) сухие плоды Запишите соответствующую последовательность цифр.",Нет,Нет
vpr_sd_945980,biology,10,"Белки выполняют множество важных функций в организмах человека и животных: обеспечивают организм строительным материалом, являются биологическими катализаторами или регуляторами, обеспечивают движение, некоторые транспортируют кислород. Для того чтобы организм не испытывал проблем, человеку в сутки необходимо 100–120 г белков. Продукты | Содержание белков, г/100 г продукта | Продукты | Содержание ",Нет,Нет
vpr_sd_945361,biology,10,"На рисунке изображена поперечнополосатая мышечная ткань, образующая сердечную мышцу, способная к возбуждению и сокращению.",Нет,Нет
vpr_sd_945880,biology,10,На схеме представлен жизненный цикл мха.,Нет,Нет
