2026-03-17 19:01:52.831560,233876992,topic_02,False
2026-03-17 19:02:04.999696,233876992,topic_02,False
2026-03-17 19:03:18.164650,233876992,topic_02,True
2026-03-17 19:04:52.133418,233876992,topic_02,True
2026-03-17 19:05:08.326283,233876992,topic_02,False
2026-03-17 19:05:26.882768,233876992,topic_02,False
2026-03-17 19:06:40.587671,233876992,topic_02,False
2026-03-17 19:06:59.497273,233876992,topic_02,False
2026-03-17 19:07:09.446136,233876992,topic_02,False
2026-03-17 19:07:17.728309,233876992,topic_02,False
2026-03-17 19:07:31.740941,233876992,topic_02,False
2026-03-17 20:57:13.757846,233876992,topic_02,False
2026-03-17 20:57:23.625851,233876992,topic_02,False
2026-03-17 20:57:32.255462,233876992,topic_02,False
2026-03-18T08:16:23.895008,233876992,topic_02,True
2026-03-18T08:18:12.742070,233876992,topic_02,False
2026-03-18T08:18:19.520318,233876992,topic_02,False
2026-03-18T08:20:27.687839,233876992,topic_02,True
2026-03-18T08:20:40.081774,233876992,topic_02,False
2026-03-18T08:20:56.088845,233876992,topic_02,False
2026-03-18T08:28:56.941850,233876992,topic_02,False
2026-03-18T08:29:04.957231,233876992,topic_02,False
2026-03-18T08:32:15.997724,233876992,topic_02,False
2026-03-18T08:32:28.874312,233876992,topic_02,False
2026-03-18T08:32:44.038452,233876992,topic_02,False
2026-03-18T08:33:40.071455,233876992,topic_02,False
2026-03-18T08:33:58.522220,233876992,topic_02,False
2026-03-18T08:34:05.945294,233876992,topic_02,False
2026-03-18T08:34:12.298118,233876992,topic_02,False
2026-03-18T08:42:15.784910,233876992,topic_01,False
2026-03-18T14:47:44.787275,233876992,topic_01,False
2026-03-18T14:52:21.363444,233876992,topic_01,False
2026-03-19T18:23:25.549701,233876992,topic_06,False
2026-03-19T18:23:39.487296,233876992,topic_04,False
2026-03-19T18:23:52.652412,233876992,topic_02,False
2026-03-19T18:30:14.824560,233876992,topic_02,False
2026-03-19T18:31:02.469931,233876992,topic_02,False
2026-03-19T18:31:09.432363,233876992,topic_02,False
2026-03-19T18:31:33.932811,233876992,topic_06,False
2026-03-19T18:31:53.382722,233876992,topic_02,True
2026-03-19T18:32:06.338108,233876992,topic_10,False
2026-03-19T18:32:13.907577,233876992,topic_02,False
2026-03-19T18:32:24.046223,233876992,topic_06,False
2026-03-19T18:32:33.308017,233876992,topic_02,False
2026-03-19T18:32:42.299250,233876992,topic_08,False
2026-03-19T19:43:10.237283,233876992,topic_02,False
2026-03-19T19:43:33.577070,233876992,topic_05,False
2026-03-19T19:43:58.693253,233876992,topic_09,False
2026-03-19T19:44:17.274067,233876992,topic_08,False
2026-03-19T19:44:31.565073,233876992,topic_01,False
2026-03-19T19:45:28.184543,233876992,topic_10,False
2026-03-19T19:45:47.361143,233876992,topic_02,False
2026-03-19T19:48:35.363260,233876992,topic_02,False
2026-03-19T19:48:51.592650,233876992,topic_04,False
2026-03-19T19:49:11.341118,233876992,topic_10,False
2026-03-19T19:49:24.666778,233876992,topic_02,False
2026-03-19T19:49:40.538102,233876992,topic_08,False
2026-03-19T19:50:10.392432,233876992,topic_07,False
2026-03-19T19:50:25.242272,233876992,topic_02,False
2026-03-19T19:50:36.068468,233876992,topic_09,False
2026-03-19T20:00:26.614963,233876992,topic_05,False
2026-03-19T20:00:44.123348,233876992,topic_10,False
